,名称,大类,中类,小类,省,市,区,经度,纬度
646,国民银行(中国)有限公司广州分行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,天河区,113.333314,23.133885
647,广州农商银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,越秀区,113.290566,23.140752
648,兴业银行广州分行兴承世家家族办公室,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,天河区,113.319959,23.134269
649,中国银行ATM(广州国际电子大厦支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,越秀区,113.291327,23.135866
650,广州农商银行(棋杆分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.505444,23.578971
651,中国建设银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.441239,23.604298
652,中国建设银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.441498,23.604662
653,广州农商银行广州市农村金融服务站,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.501397,23.540783
654,广东中小企业银行助贷中心,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,天河区,113.32358,23.142686
655,汇丰银行ATM(花园酒店支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,越秀区,113.286722,23.135331
656,广州农商银行(尚城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,白云区,113.284399,23.211518
657,广州农商银行(陈洞分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,白云区,113.455279,23.325792
658,中国建设银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,白云区,113.44603,23.37193
659,广州农村商业银行ATM(尚城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,白云区,113.284438,23.211561
660,广州农商银行(新和分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,白云区,113.469506,23.416576
661,广州农商银行(太平支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.480862,23.430748
662,中国农业银行(从化太平支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.480871,23.430464
663,中国建设银行(从化太平支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.483161,23.432761
664,中国邮政储蓄银行(从化经济开发区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.482862,23.432613
665,中国银行(广州从化太平支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.490346,23.442164
666,中国建设银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.491393,23.441222
667,中国工商银行(太平支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.490086,23.441724
668,广州农商银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,白云区,113.461629,23.404051
669,广州农商银行(穗北分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.49571,23.385887
670,中国邮政储蓄银行(太平营业所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.489907,23.441508
671,中国工商银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.491339,23.441219
672,广州银行红卫村金融服务站,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.495997,23.388928
673,中国工商银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.496751,23.44979
674,广州从化柳银村镇银行(开发区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.490627,23.444044
675,中国工商银行(广州经济技术开发区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.477425,23.17695
676,中国银行(广州香雪支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.477687,23.17804
677,中国建设银行(广州萝岗支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.48277,23.179133
678,广发银行(开发区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.457329,23.172048
679,华夏银行(广州开发区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.477504,23.17645
680,广州银行(香雪路支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.48294,23.17904
681,中国光大银行(萝岗万达支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.466617,23.166353
682,招商银行(广州开发区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.458115,23.168523
683,广州农商银行(开创大道支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.499289,23.173637
684,广州银行(萝岗支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.504117,23.174572
685,中国银行(萝岗奥园广场支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.496169,23.174069
686,中国农业银行(科城山庄支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.485094,23.185507
687,广州银行(科学城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.451187,23.160315
688,工商银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.471465,23.171304
689,九江银行(广州开发区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.466536,23.166137
690,中国工商银行(开泰大道支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.469059,23.163662
691,广州银行(开发区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.469144,23.163633
692,广州农商银行(科学城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.467048,23.171134
693,中国农业银行(广州科学城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.450466,23.169013
694,中国建设银行(凯得广场支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.456842,23.172089
695,中国民生银行(经济技术开发区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.468126,23.163549
696,中国农业银行(萝岗支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.505956,23.174118
697,平安银行(广州科学城科技支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.457246,23.168168
698,广东华兴银行(广州黄埔支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.497023,23.173846
699,兴业银行(开发区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.458928,23.172402
700,中国银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.497032,23.155932
701,中国工商银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.502772,23.174684
702,江西银行(广州开发区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.458193,23.173323
703,广州农商银行(萝岗支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.504334,23.174341
704,广州农商银行(水西支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.482608,23.18939
705,东莞银行(萝岗支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.502206,23.174727
706,中国银行(广州科学城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.438636,23.166027
707,中国农业银行(广州东荟城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.500184,23.161215
708,广州农商银行(穗丰分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,白云区,113.461995,23.261726
709,中国建设银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,白云区,113.455795,23.260246
710,中国建设银行ATM(107乡道)(暂停营业),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,白云区,113.455795,23.260246
711,长沙银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.451762,23.166874
712,渤海银行(广州开发区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.458505,23.173028
713,招商银行(广州科学城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.509611,23.155554
714,中国工商银行(广州科学城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.446837,23.161374
715,中国工商银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.453207,23.17811
716,浙商银行(广州开发区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.499354,23.175525
717,广州农商银行(萝峰支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.509787,23.174992
718,广州农商银行ATM(水西支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.483009,23.196861
719,平安银行金发科技厂区ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.453307,23.153625
720,广州农商银行(潭山分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.460991,22.997163
721,中国邮政储蓄银行(化龙营业所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.466024,23.028042
722,广州农商银行(明经分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.467693,23.010531
723,中国银行(化龙支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.457681,23.037932
724,广州农商银行ATM(胜洲分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.494396,23.015284
725,中国农业银行(化龙支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.454823,23.0412
726,广州农商银行(莲花山支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.502479,22.975485
727,广州农商银行(胜洲分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.49444,23.015308
728,广州农商银行(复苏支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.48811,23.038747
729,广州农商银行(龙源支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.450859,23.042609
730,广州农商银行(茭塘支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.496836,23.006343
731,中国邮政储蓄银行(莲花山支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.502104,22.974219
732,广州市农村商业银行(化龙支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.455719,23.039474
733,广州农商银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.455695,23.039584
734,广州农商银行(岳溪分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.472101,22.987649
735,广州农商银行(官桥分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.455313,22.979367
736,广州农商银行ATM(莲花山支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.499874,22.975347
737,中国工商银行(红山支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.47763,23.094453
738,中国农业银行(红山支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.478017,23.094052
739,广州农商银行(双沙支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.480072,23.093492
740,中国邮政储蓄银行(文冲营业所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.476128,23.095027
741,交通银行ATM(祥晖大厦西南),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.479357,23.093665
742,交通银行ATM(文船路),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.47364,23.090656
743,广州银行(黄埔支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.45557,23.103331
744,广州农商银行ATM(双岗黄岗大街),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.480496,23.095575
745,中国银行(广州黄埔支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.463281,23.099287
746,中国建设银行(石化支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.470177,23.105992
747,中国工商银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.469454,23.104311
748,广发银行(广州丰乐路支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.456186,23.100277
749,中国银行(广州黄埔支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.462752,23.099576
750,中国农业银行(广州文冲支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.462041,23.100688
751,中国邮政储蓄银行(石化路营业所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.469351,23.10402
752,中国农业银行ATM(广州航海学院),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.479664,23.103738
753,中国建设银行(丰乐路支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.456587,23.099528
754,交通银行(黄埔花园支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.456244,23.099969
755,交通银行ATM(新岗支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.497467,23.084162
756,广州黄埔惠民村镇银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.459957,23.10551
757,广州黄埔融和村镇银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.457386,23.100723
758,平安银行(广州丰乐路支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.456231,23.099316
759,广州农村商业银行ATM(沙浦分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.488151,23.089637
760,交通银行(黄埔支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.447371,23.103202
761,中国工商银行(怡港支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.455264,23.100419
762,中国工商银行广州黄埔支行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.448979,23.105346
763,兴业银行(黄埔花园社区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.456204,23.10015
764,中国银行(广州大沙东路支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.451493,23.106202
765,中国邮政储蓄银行(黄埔支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.446543,23.099702
766,中国建设银行(黄埔支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.44693,23.103541
767,广州农商银行(庙头支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.499562,23.082518
768,广州农商银行(民乐分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.472331,23.657582
769,中国农业银行金穗惠农通银行卡助农取款服务点,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.46562,23.657339
770,广州农商银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.503192,23.655248
771,中国农业银行(黄埔支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.447844,23.101863
772,广州农商银行(文冲支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.467818,23.100191
773,广州农商银行(下沙支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.450145,23.101306
774,中国银行(夏园支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.517142,23.082155
775,广州农商银行(丰乐支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.45348,23.109317
776,广州黄埔融和村镇银行(港湾支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.449885,23.096204
777,中信银行(黄埔支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.454784,23.101939
778,广州农商银行(南基支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.512311,23.081701
779,广州农商银行(大沙支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.444397,23.09823
780,渣打银行(广州黄埔支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.457904,23.107035
781,广州农商银行(横沙支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.450746,23.105594
782,广州农商银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.453729,23.111557
783,广州农商银行(荔香支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.443048,23.108303
784,广州农商银行(沙路分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.450368,23.058703
785,广州农商银行(夏园支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.516832,23.082095
786,广州农商银行(秀丽分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.51552,23.061547
787,中国建设银行指定监管交割仓库,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,黄埔区,113.440583,23.123629
788,广州农商银行ATM(沙路分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.450327,23.058692
789,广州农商银行(白坭分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.023629,23.42182
790,中国建设银行ATM(崇正路),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.089077,23.409613
791,中国农业银行(赤坭支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.079133,23.387984
792,广州花都稠州村镇银行(赤坭支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.08281,23.384472
793,广州农商银行(赤坭支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.07926,23.387721
794,中国邮政储蓄银行(广州花都赤坭营业所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.082362,23.384692
795,广州农商银行ATM(赤坭支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.079115,23.387782
796,广州农商银行(赤坭分社),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.081346,23.383611
797,中国建设银行(炭步分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.106389,23.335121
798,中国邮政储蓄银行(炭步支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.105922,23.334603
799,中国邮政储蓄银行(广州市炭步支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.110089,23.333051
800,广州农商银行(炭步支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.106499,23.334504
801,广州农商银行(好美支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.110019,23.332566
802,广州农商银行(大涡支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.040078,23.31655
803,中国银行(广州花都狮岭支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.151496,23.467479
804,中国农业银行(狮岭支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.155209,23.461308
805,中国工商银行(广州花都狮岭支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.17448,23.458461
806,中国银行(狮岭皮革城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.172857,23.456233
807,中国农业银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.151944,23.463346
808,中国建设银行(狮岭分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.175691,23.453964
809,交通银行(广州狮岭支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.172648,23.455794
810,中国农业银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.15617,23.467779
811,中国农业银行(金狮支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.172435,23.454402
812,中国民生银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.19272,23.48054
813,中国邮政储蓄银行(狮岭邮局营业部),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.154109,23.46107
814,中国邮政储蓄银行(益群营业所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.186738,23.468877
815,中国邮政储蓄银行(狮岭大道西支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.167379,23.4572
816,广州农商银行(金狮分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.16676,23.466597
817,广州农商银行(联合支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.161394,23.4605
818,广州农商银行(雄狮支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.150114,23.459638
819,中国农业银行(神山支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,白云区,113.185467,23.332882
820,中国邮政储蓄银行(神山支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,白云区,113.184427,23.3328
821,广州农商银行(石南分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.125175,23.332961
822,中国建设银行ATM(岭西路),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.135667,23.360315
823,广州农商银行(岐山分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.164731,23.362537
824,广州农商银行(石龙分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,白云区,113.190436,23.314652
825,广州农商银行(马溪分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.147857,23.356326
826,广州农商银行(神山分社),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,白云区,113.186223,23.332516
827,广州农商银行(街华分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.196402,23.365244
828,广州农商银行ATM(岐山分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.164657,23.362868
829,广州农商银行(民主分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.119335,23.357689
830,中国建设银行ATM(大观园路),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.159771,23.401274
831,广州农商银行(保利花城分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.195361,23.416859
832,招商银行(风神支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.169776,23.379706
833,中国银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.165099,23.397258
834,中国建设银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.190308,23.416152
835,中国建设银行(风神大道支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.170587,23.379753
836,中国农业银行(汽车城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.169202,23.379672
837,中国银行(风神大道支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.168767,23.379625
838,中国农业银行(雅宝新城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.18851,23.424422
839,中国工商银行(花都汽车城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.171641,23.379827
840,中国银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.195555,23.381971
841,中国农业银行(培正路),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.127614,23.451055
842,中国农业银行(广州花都雄狮支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.189178,23.448025
843,中国邮政储蓄银行(花都杨赤路营业所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.177679,23.452591
844,广州农商银行(皮革城分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.169733,23.451393
845,广州农商银行(毕村支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.181626,23.383035
846,广州农商银行(冯村分理处),金融保险服务,银行,农村商业银行,广东省,广州市,花都区,113.127554,23.452759
847,广州农商银行(风神大道支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.171062,23.379786
848,广州农商银行ATM(毕村支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.181608,23.383171
849,中国工商银行ATM(花港大道),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.162288,23.375958
850,广州农商银行(合成支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.179272,23.452563
851,广州市农村商业银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.180944,23.441124
852,中国建设银行(雄狮支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.171169,23.450663
853,中国建设银行自动取款机,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.161201,23.373917
854,广州花都稠州村镇银行(金华路支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.195467,23.382167
855,广州农商银行(三华分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,花都区,113.196978,23.388485
856,广州农商银行(鸦岗支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,白云区,113.197811,23.232007
857,中国农业银行(石滩支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.792872,23.172086
858,中国邮政储蓄银行(石滩营业所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.79528,23.172381
859,中国建设银行(石滩分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.792472,23.172189
860,中国工商银行(石滩支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.792409,23.171689
861,中国银行(石滩支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.788077,23.175645
862,广州农商银行(石滩支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.789253,23.175598
863,广州农商银行ATM(立新支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.79545,23.170953
864,中国建设银行ATM(南北主干道),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.806189,23.192737
865,招商银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.802385,23.199668
866,广州农商银行(麻车支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.769335,23.196553
867,广发银行(增城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.825855,23.288462
868,中国农业银行(增城区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.826566,23.284277
869,广州农商银行(荔乡支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.825458,23.290468
870,中国建设银行(广州增城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.815074,23.275444
