,健源商品店,购物服务,便民商店/便利店,便民商店/便利店.1,广东省,深圳市,宝安区,113.773965,22.726737
484,华润万家(大浪商业中心店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,113.99393,22.675897
485,华润万家便利超市(腾龙路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.010157,22.640019
486,苏宁小店和平里店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.012441,22.642468
487,长兴商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,南山区,114.009423,22.596453
488,71便利店(智园店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,南山区,114.004723,22.594872
489,7-ELEVEn(南山智园店),购物服务,便民商店/便利店,7-ELEVEn便利店,广东省,深圳市,南山区,114.004535,22.594695
490,书院超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,南山区,113.998704,22.6001
491,鑫辉餐厅便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,南山区,114.004999,22.593388
492,vango便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,南山区,113.998596,22.595039
493,华晖云门便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,南山区,114.000287,22.591497
494,喜市多(塘朗城东区店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,南山区,114.00106,22.58945
495,嘉华尚品生活便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.016553,22.563052
496,7-ELEVEn(翠海花园店),购物服务,便民商店/便利店,7-ELEVEn便利店,广东省,深圳市,福田区,114.0154,22.550811
497,远象智能商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.019375,22.555975
498,鸿旺角超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.010187,22.547708
499,全家便利店(安托山路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.012297,22.551269
500,益好顺商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.019244,22.554272
501,仁顺商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.013411,22.550447
502,7-ELEVEn(车站店),购物服务,便民商店/便利店,7-ELEVEn便利店,广东省,深圳市,福田区,114.013758,22.532804
503,天虹商场,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.02419,22.530004
504,华润万家便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.026391,22.537102
505,好邻居(下沙一店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.027225,22.525476
506,大佳喜便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.028146,22.52361
507,多彩便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.024633,22.527604
508,金蜜蜂(下沙店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.024306,22.52531
509,裕盛日用品超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.026224,22.524127
510,福顺商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.028361,22.52358
511,老街坊超市(新村路),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.026998,22.523777
512,华润万家旗下便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.023275,22.534772
513,7-ELEVEn(丰盛町店),购物服务,便民商店/便利店,7-ELEVEn便利店,广东省,深圳市,福田区,114.024643,22.535543
514,1+1便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.045938,22.746562
515,喜来客士多店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.038475,22.760015
516,申乐便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.039575,22.757442
517,鸿顺超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.038725,22.759181
518,喜壮杂货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.038001,22.760941
519,万海盛便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.037973,22.758549
520,佳如百货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.050463,22.748603
521,兴达福百货便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.038992,22.756174
522,鸿润便利超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.038759,22.759144
523,豫泽兴便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.03857,22.756622
524,好运来便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.048842,22.748451
525,蜘蛛精网咖便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.037694,22.758552
526,佳怡百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.051065,22.748176
527,家园生活超市(布新路),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.051703,22.719021
528,紫薇易站,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.053108,22.725125
529,惠客隆百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.052929,22.72476
530,桥头士多,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.052226,22.720291
531,中业爱民(观澜老街店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.054289,22.72027
532,华兴烟茶酒商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.053732,22.720441
533,维客佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.053513,22.720787
534,家乐通布巷路分店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.051975,22.71946
535,乐园超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.049248,22.71638
536,家家乐百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.05111,22.718834
537,鹏泰便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.051058,22.718599
538,澜华商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.048292,22.685382
539,鸿润商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.050648,22.677796
540,世茂百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.051503,22.691172
541,美宜佳(国际电子店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.048398,22.685382
542,易站(竟凯大厦南),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.049669,22.676932
543,惠客隆百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.049827,22.687686
544,鑫源超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.052843,22.689054
545,美宜佳(万福盈店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.047803,22.642871
546,广源百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.046051,22.642383
547,易站(鑫豪店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.051737,22.641499
548,快乐嘀嗒,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.051367,22.642018
549,实惠百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.05181,22.641366
550,星美泽,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.051477,22.640871
551,5+1便利店(骏龙新村店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.046676,22.640277
552,京东便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.051652,22.642498
553,优品惠智慧便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.052527,22.64223
554,东海百货(水斗店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.052107,22.641613
555,维客佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.052108,22.642204
556,信顺便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.0496,22.599724
557,佳家乐商店(梅坂大道),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.051858,22.601741
558,美宜佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.051794,22.601885
559,百姓佳便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.051912,22.600891
560,3Q便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.052241,22.601162
561,民悦体验便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.051579,22.602094
562,吉野便利(滢水山庄东南),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.052862,22.601144
563,华润万家便利超市(吉莲店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.048666,22.558147
564,莲花北新宝商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.054107,22.560672
565,昌和盛便利,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.059113,22.564028
566,石化第二加油站-便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.040438,22.55193
567,豪顺商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.051189,22.521424
568,美宜佳(新洲南村店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.046837,22.522307
569,美壹佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.09034,22.722317
570,鑫家和(士多店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.0903,22.722535
571,中业爱民,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.089212,22.72294
572,长甡甡百货超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.090645,22.720055
573,华佳批发部(新湖路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.090181,22.722289
574,美佳源百货生活超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.092941,22.723153
575,长牲牲百货超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.090696,22.719895
576,鑫旺福,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.089659,22.722855
577,信易百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.093001,22.723179
578,维客佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.091378,22.724096
579,惠客佳便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.091435,22.723941
580,善林商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.089024,22.723472
581,美惠佳平价百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.088078,22.720988
582,家家乐社区超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.088002,22.722596
583,沃宜家超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.092468,22.723656
584,振兴生活超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.092052,22.718304
585,佳乐福便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.088654,22.720925
586,惠百佳百货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.088782,22.72358
587,富洋便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.094133,22.723289
588,盈辉商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.09355,22.723954
589,新运百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.088099,22.721986
590,理想百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.094575,22.721428
591,万家百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.091341,22.693304
592,景富来百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.083295,22.679373
593,鑫智百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.082742,22.683486
594,京东便利店(上围店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.083547,22.679353
595,鑫源百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.082771,22.683514
596,顺达商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.083069,22.684059
597,快乐为民,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.082678,22.683496
598,源泉百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.082536,22.679757
599,尼尔便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.082762,22.683897
600,开心便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.082532,22.683551
601,每天惠智慧便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.082501,22.683984
602,美宜佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.082641,22.684327
603,永乐百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.081353,22.683006
604,裕兴百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙华区,114.080486,22.680433
605,华润万家(金色半山店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.087268,22.629972
606,国惠百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.089688,22.640218
607,明发商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.090238,22.640283
608,中业爱民,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.089014,22.643098
609,乐美多便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.089321,22.641596
610,工友便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.089772,22.643254
611,易站东北店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.088776,22.644199
612,美宜佳(坂田上雪3637店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.089446,22.642558
613,易站(上雪科技园店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.088797,22.643711
614,鑫辉百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.088803,22.643755
615,天天惠百货(上雪科技园西区店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.089256,22.64121
616,伟源商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.089143,22.640592
617,阿里之门,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.089074,22.639378
618,小玉百货便利超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.089834,22.644135
619,华润万家(翠枫店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.102514,22.611624
620,八+九商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.104906,22.603171
621,联盈百货平价商场,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.102573,22.607317
622,美宜佳(布吉大靓花园店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.10615,22.610844
623,金运来百货平价商场,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.102779,22.606798
624,鸿发百货(八约一街),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.106618,22.608399
625,源泉百货(凤凰店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.105757,22.600025
626,天天便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,罗湖区,114.107311,22.582024
627,美宜佳(细靓村店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.101139,22.605869
628,百里臣便利店(城市分店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.095543,22.558227
629,美宜佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.099993,22.562127
630,乐山居坂银1标小卖部,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.090427,22.563103
631,宏兴达便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.094017,22.561671
632,美宜佳(八卦三路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.093763,22.56162
633,安达明超市(八卦三路),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.09457,22.56116
634,银河商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.085733,22.530511
635,福滨商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.081622,22.528547
636,美宜佳(福田牛巷坊店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,福田区,114.080287,22.532853
637,7-ELEVEn(铁东物流),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.134416,22.681654
638,华润万家便利超市(熙璟城店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.136904,22.682585
639,华润万家(李朗国际珠宝产业园店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.124924,22.642597
640,陈崇生百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.132918,22.640135
641,李朗便民店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.132939,22.640133
642,天客岛便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.132645,22.63955
643,鑫宏泰百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.132678,22.63947
644,新荣发商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.133257,22.640225
645,中裕兴商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.133734,22.639882
646,汇缘便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.131175,22.638943
647,鸿华兴生活超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.131058,22.638291
648,立祥五棵树士多店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.129139,22.6437
649,美宜佳(刘屋店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.131278,22.638276
650,汇乐源日用百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.134489,22.640051
651,华润万家(水山缘店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.140972,22.600114
652,诚信便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.126692,22.600354
653,香香便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.131913,22.601234
654,美惠佳(微商店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.131029,22.60113
655,美谊佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.125141,22.606419
656,益家,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.133463,22.6113
657,美汇佳商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.129509,22.600664
658,春发商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,罗湖区,114.129246,22.564444
659,华润万家便利超市(凤凰店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,罗湖区,114.134636,22.552298
660,7-ELEVEn(鸿业苑0394店),购物服务,便民商店/便利店,7-ELEVEn便利店,广东省,深圳市,罗湖区,114.132502,22.55724
661,利盛商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,罗湖区,114.128468,22.561515
662,美宜佳(六约店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.176342,22.635917
663,优之港便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.169856,22.642524
664,安谷优便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.174957,22.64301
665,鸿丽苑便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.175605,22.640237
666,如虎添翼便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.175084,22.638926
667,繁华百货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.173373,22.637515
668,美宜佳(大望球场店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,罗湖区,114.170854,22.603381
669,想家(大望大道),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,罗湖区,114.171488,22.603219
670,大望梅州商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,罗湖区,114.171707,22.603603
671,桥头商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,罗湖区,114.170437,22.603196
672,维客佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,罗湖区,114.171171,22.603588
673,雅平便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,罗湖区,114.169696,22.603004
674,2元百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,罗湖区,114.172795,22.603596
675,美宜佳(莲塘路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,罗湖区,114.171684,22.561265
676,信顺连锁便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,罗湖区,114.167347,22.565197
677,华润万家便利超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.230508,22.74895
678,百惠生活超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.223873,22.752079
679,宏发顺便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.223466,22.752204
680,乐享1+便利SHOP(鸿威de森林分店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.218229,22.750606
681,濠兴商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.22306,22.750894
682,爱民便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.223377,22.751148
683,华润万家(鸿威鸿景华庭北区西北),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.218467,22.750606
684,阿伟便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.223887,22.751189
685,中业爱民,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.223701,22.750685
686,惠通佳超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.224556,22.750315
687,喜洋洋,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.219347,22.746383
688,龙嘉福商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.223436,22.750549
689,乐涛百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.220075,22.747396
690,维客家(华联分店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.224899,22.750177
691,宝嘉士多店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.222202,22.747673
692,顺祥百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.225113,22.750143
693,金龙城百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.225827,22.747541
694,新丰百货商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.226618,22.749978
695,想家便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.225767,22.750276
696,瀚勺便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.223978,22.748576
697,益友便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.224725,22.747222
698,永利商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.224077,22.748517
699,华润万家(东方沁园店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.223918,22.724664
700,客友便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.213001,22.719615
701,维也纳酒店便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.212959,22.72093
702,7-ELEVEn(方糖分店),购物服务,便民商店/便利店,7-ELEVEn便利店,广东省,深圳市,龙岗区,114.216596,22.722682
703,万众百货便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.214384,22.723288
704,友兴商店(业勤一路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.214399,22.718456
705,VanGO(天安数码),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.216855,22.72171
706,MARU MART,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.213506,22.725665
707,腾飞便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.215004,22.724802
708,好再来商店(业勤一路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.214282,22.718474
709,华润万家便利超市(塞纳时光店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.208687,22.710465
710,龙城友盛便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.215427,22.724413
711,新未来油站-便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.2129,22.68677
712,美宜佳(4791号店龙岗横岗坳背路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.215136,22.668831
713,全家便利店(龙翔大道二店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.217064,22.686895
714,广兴百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.213093,22.673996
715,家家福,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.21245,22.674166
716,惠万佳,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.212558,22.674139
717,鑫鑫洁便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.210884,22.673968
718,帅帅百货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.211954,22.673633
719,益友24小时便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.21199,22.673599
720,中业爱民,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.212253,22.672095
721,全家兴商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.212975,22.672803
