,吴仕娣诊所,医疗保健服务,诊所,诊所.1,广东省,深圳市,宝安区,113.783681,22.724646,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
471,深圳明有中医综合诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.082296,22.650768,,,,,
472,深圳王丘丽诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.104593,22.646519,,,,,
473,深圳再德诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.102544,22.631688,,,,,
474,龚智洋诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.080949,22.631092,,,,,
475,深圳禾森中医综合诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.077339,22.651233,,,,,
476,深圳晏杨天中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.102622,22.603947,,,,,
477,深圳春蕾诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.103196,22.606755,,,,,
478,春生诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.103286,22.606674,,,,,
479,深圳明康门诊部,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.102805,22.607349,,,,,
480,深圳春蕾诊所牙科,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.103198,22.606736,,,,,
481,玥康堂中医馆,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.106236,22.605237,,,,,
482,深圳张迅诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.107207,22.602813,,,,,
483,刘巨清诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.106304,22.596077,,,,,
484,伍琼中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.107316,22.594614,,,,,
485,邱波霖(综合)诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.109685,22.594774,,,,,
486,邓洪炳中医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.106323,22.614123,,,,,
487,陈正韶体育康复诊所,医疗保健服务,诊所,诊所,广东省,深圳市,福田区,114.096535,22.560073,,,,,
488,广全门诊部,医疗保健服务,诊所,诊所,广东省,深圳市,福田区,114.098435,22.562812,,,,,
489,深圳福庆门诊部,医疗保健服务,诊所,诊所,广东省,深圳市,福田区,114.082242,22.534308,,,,,
490,深圳华悦门诊部,医疗保健服务,诊所,诊所,广东省,深圳市,福田区,114.082123,22.528924,,,,,
491,深圳君瑞门诊部,医疗保健服务,诊所,诊所,广东省,深圳市,福田区,114.0821,22.528881,,,,,
492,华泰牙科(裕亨路),医疗保健服务,诊所,诊所,广东省,深圳市,福田区,114.072947,22.515777,,,,,
493,深圳陈克全中医(综合)诊所,医疗保健服务,诊所,诊所,广东省,深圳市,福田区,114.083291,22.53244,,,,,
494,张锋诊所,医疗保健服务,诊所,诊所,广东省,深圳市,福田区,114.082114,22.530313,,,,,
495,深圳健保门诊部,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.146877,22.683556,,,,,
496,深圳欧阳琳诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.138253,22.676522,,,,,
497,深圳深朗诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.128775,22.645026,,,,,
498,成志西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.135239,22.636663,,,,,
499,深圳市龙岗区岑成志诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.135243,22.636721,,,,,
500,曾维师西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.124008,22.642919,,,,,
501,深圳鸿源阿鹿诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.132783,22.63162,,,,,
502,深圳廖贵能诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.130379,22.630792,,,,,
503,起填诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.119617,22.653305,,,,,
504,道丰堂可园中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.135689,22.601304,,,,,
505,李西华中医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.127228,22.599563,,,,,
506,吴军中西医结合内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.136988,22.601885,,,,,
507,吴军诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.136988,22.601885,,,,,
508,健康服务中心-预防接种门诊,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.136227,22.600034,,,,,
509,深圳德瑞康希门诊部,医疗保健服务,诊所,诊所,广东省,深圳市,罗湖区,114.12984,22.562716,,,,,
510,佳元堂罗湖中医馆,医疗保健服务,诊所,诊所,广东省,深圳市,罗湖区,114.12951,22.560486,,,,,
511,康恩药业有限公司位天堂罗湖中医馆,医疗保健服务,诊所,诊所,广东省,深圳市,罗湖区,114.129526,22.560355,,,,,
512,深圳明恩门诊部,医疗保健服务,诊所,诊所,广东省,深圳市,罗湖区,114.127959,22.560261,,,,,
513,深圳国仁堂中医馆,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.175871,22.643048,,,,,
514,广东省预防接种门诊,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.179277,22.643042,,,,,
515,深圳市善济堂中医馆,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.179122,22.636166,,,,,
516,深圳百杏中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.182442,22.645881,,,,,
517,龙岗区平湖镇白泥坑村卫生站,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.156453,22.654442,,,,,
518,深圳志洪西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,罗湖区,114.172643,22.603586,,,,,
519,严万顺中医康复馆,医疗保健服务,诊所,诊所,广东省,深圳市,罗湖区,114.171125,22.604725,,,,,
520,黄庆群西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,罗湖区,114.173288,22.603652,,,,,
521,中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,罗湖区,114.175309,22.602185,,,,,
522,深圳宗圣世家中医馆,医疗保健服务,诊所,诊所,广东省,深圳市,罗湖区,114.176258,22.604138,,,,,
523,深圳元大太乙中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,罗湖区,114.177947,22.602358,,,,,
524,深圳德厚谦中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,罗湖区,114.178666,22.600572,,,,,
525,万必刚西医外科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.166021,22.608763,,,,,
526,深圳厦村诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.164893,22.610109,,,,,
527,深圳林远平诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.161704,22.611241,,,,,
528,聚福中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,罗湖区,114.171479,22.561254,,,,,
529,蔡文颖口腔诊所,医疗保健服务,诊所,诊所,广东省,深圳市,罗湖区,114.169125,22.561695,,,,,
530,付国安诊所,医疗保健服务,诊所,诊所,广东省,深圳市,罗湖区,114.172736,22.563451,,,,,
531,深圳市罗湖区李大领诊所,医疗保健服务,诊所,诊所,广东省,深圳市,罗湖区,114.171605,22.5639,,,,,
532,深圳宏坤堂中医诊所莲塘店,医疗保健服务,诊所,诊所,广东省,深圳市,罗湖区,114.1706,22.563706,,,,,
533,张彩西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,罗湖区,114.166724,22.565359,,,,,
534,张彩诊所,医疗保健服务,诊所,诊所,广东省,深圳市,罗湖区,114.166744,22.565498,,,,,
535,御荫堂中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,罗湖区,114.162117,22.559846,,,,,
536,王贤稳西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.224476,22.747826,,,,,
537,王贤稳诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.224614,22.747698,,,,,
538,海标口腔(吴海标店),医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.2294,22.748868,,,,,
539,鲁继廉中医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.229441,22.74887,,,,,
540,深圳魏启林中医(综合)诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.22939,22.748878,,,,,
541,深圳徐术云中医综合诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.230099,22.746404,,,,,
542,儒正堂,医疗保健服务,诊所,诊所,广东省,深圳市,罗湖区,114.137703,22.54775,,,,,
543,儒正堂中医综合诊所,医疗保健服务,诊所,诊所,广东省,深圳市,罗湖区,114.137747,22.547718,,,,,
544,宇健中医门诊部,医疗保健服务,诊所,诊所,广东省,深圳市,罗湖区,114.123949,22.545937,,,,,
545,深圳詹淞江诊所,医疗保健服务,诊所,诊所,广东省,深圳市,罗湖区,114.136032,22.545507,,,,,
546,深圳二仁堂诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.212982,22.719615,,,,,
547,鹏安运动康复门诊,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.214262,22.722008,,,,,
548,深圳隐萃堂中医坐堂医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.217076,22.721923,,,,,
549,深圳锦德中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.219436,22.724005,,,,,
550,深圳古华清诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.220937,22.722032,,,,,
551,贡氏中医理疗养生馆(愉龙路店),医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.223242,22.720514,,,,,
552,深圳天顺堂中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.222184,22.719783,,,,,
553,深圳元大悦菲中医诊所(悦菲店),医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.220443,22.71976,,,,,
554,廖颖华中医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.208802,22.711394,,,,,
555,龚淑威西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.212098,22.673523,,,,,
556,深圳傅能文诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.212821,22.67251,,,,,
557,傅能文中医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.212844,22.672485,,,,,
558,源福堂中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.223066,22.683179,,,,,
559,添福堂中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.223067,22.683129,,,,,
560,邓礼发西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.211201,22.668696,,,,,
561,宏仁门诊部,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.227282,22.694832,,,,,
562,深圳刘来福诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.216802,22.66796,,,,,
563,陈良鑫中西内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.223271,22.672774,,,,,
564,深圳市龙岗区天恩诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.208018,22.642654,,,,,
565,深圳明华堂中医馆,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.21093,22.645799,,,,,
566,翁段高牙科,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.211014,22.646017,,,,,
567,深圳广安中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.215893,22.643394,,,,,
568,深圳胡可敬西坑诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.217392,22.609386,,,,,
569,吴清峰西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.223221,22.612821,,,,,
570,深圳市龙岗区王艳西医妇科诊所(富坑北路),医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.226767,22.61738,,,,,
571,翁柔慧口腔诊所,医疗保健服务,诊所,诊所,广东省,深圳市,盐田区,114.222773,22.55565,,,,,
572,深圳李天欣诊所,医疗保健服务,诊所,诊所,广东省,深圳市,盐田区,114.228253,22.552659,,,,,
573,杨泽波联合诊所,医疗保健服务,诊所,诊所,广东省,深圳市,盐田区,114.229993,22.552918,,,,,
574,深圳邱宁口腔诊所,医疗保健服务,诊所,诊所,广东省,深圳市,盐田区,114.228303,22.551954,,,,,
575,菲尔齿科口腔诊所,医疗保健服务,诊所,诊所,广东省,深圳市,盐田区,114.231414,22.549911,,,,,
576,孟遗德中医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.222063,22.632926,,,,,
577,深圳孟遗德诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.222116,22.632821,,,,,
578,和顺堂中医馆(横岗分馆),医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.197053,22.643056,,,,,
579,深圳市龙岗区张进升诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.200132,22.650176,,,,,
580,深圳仁心诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.196203,22.63985,,,,,
581,深圳苏振华诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.220051,22.629657,,,,,
582,深圳胡可敬水浸围诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.21762,22.65517,,,,,
583,岭药汉方国医馆,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.195717,22.646016,,,,,
584,深圳常效堂中医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.196689,22.646795,,,,,
585,深圳胡可敬肆联诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.196378,22.648,,,,,
586,中太亚医,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.195701,22.646559,,,,,
587,深圳三济堂中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.249322,22.75258,,,,,
588,龙岗区人民医院五联社区健康服务中心,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.243183,22.753973,,,,,
589,深圳多特李儿科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.234204,22.751579,,,,,
590,深圳五联中医(综合)诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.238494,22.746425,,,,,
591,深圳萃赐芬芳诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.251458,22.723633,,,,,
592,深圳名轩诊所(嶂背路),医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.249458,22.686342,,,,,
593,福济康诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.252044,22.687622,,,,,
594,田锦涛诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.252018,22.687615,,,,,
595,深圳友爱门诊部,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.242584,22.682056,,,,,
596,游子康中西医结合诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.242474,22.685293,,,,,
597,深圳胡可敬嶂背诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.255589,22.690334,,,,,
598,深圳胡可敬龙振诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.255751,22.690471,,,,,
599,深圳益芝门诊部,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.241441,22.684381,,,,,
600,口腔保健,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.241252,22.680808,,,,,
601,祥锐中西医结合科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.240691,22.684933,,,,,
602,徐纯如诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.24624,22.647392,,,,,
603,张卫国西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.240696,22.645655,,,,,
604,深圳张卫国诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.240693,22.645654,,,,,
605,深圳赵明艳中医综合诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.23888,22.645372,,,,,
606,大康卫生站,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.232992,22.644932,,,,,
607,孙桂明西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.232951,22.644892,,,,,
608,深圳大福林曼曼中医(综合)诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.237497,22.660672,,,,,
609,深圳胡可敬爱联诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.235497,22.690951,,,,,
610,牙科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,盐田区,114.253689,22.590699,,,,,
611,缪添兵口腔诊所,医疗保健服务,诊所,诊所,广东省,深圳市,盐田区,114.253312,22.590162,,,,,
612,王寿山中医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,盐田区,114.257273,22.59119,,,,,
613,中医众生堂,医疗保健服务,诊所,诊所,广东省,深圳市,盐田区,114.255992,22.589962,,,,,
614,牙科妇科,医疗保健服务,诊所,诊所,广东省,深圳市,盐田区,114.256034,22.589994,,,,,
615,一逸堂中医馆,医疗保健服务,诊所,诊所,广东省,深圳市,盐田区,114.250796,22.591951,,,,,
616,海港中医科,医疗保健服务,诊所,诊所,广东省,深圳市,盐田区,114.256044,22.589763,,,,,
617,深圳和真堂中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,盐田区,114.264044,22.590185,,,,,
618,一逸堂中医馆,医疗保健服务,诊所,诊所,广东省,深圳市,盐田区,114.259342,22.588484,,,,,
619,深圳华大优康门诊部,医疗保健服务,诊所,诊所,广东省,深圳市,盐田区,114.250294,22.56676,,,,,
620,深圳市盐田港集团卫生室,医疗保健服务,诊所,诊所,广东省,深圳市,盐田区,114.253458,22.568741,,,,,
621,港立门诊部,医疗保健服务,诊所,诊所,广东省,深圳市,盐田区,114.236662,22.559877,,,,,
622,深圳婳妤医疗美容诊所,医疗保健服务,诊所,诊所,广东省,深圳市,盐田区,114.237517,22.554523,,,,,
623,深圳李仁生中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,盐田区,114.235586,22.559948,,,,,
624,陈氧新西医内科门诊,医疗保健服务,诊所,诊所,广东省,深圳市,盐田区,114.23673,22.558772,,,,,
625,深圳集古仿中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,盐田区,114.23513,22.553719,,,,,
626,艾堂红·中医馆,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.26413,22.722002,,,,,
627,深圳黄智敏中医综合诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.257727,22.712172,,,,,
628,朱玉元中医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.238814,22.720464,,,,,
629,阿周诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.253932,22.708915,,,,,
630,延年堂中医馆,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.240788,22.728683,,,,,
631,深圳东芳韵中医馆,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.238812,22.718657,,,,,
632,深圳黛颜医疗美容门诊部,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.242576,22.713484,,,,,
633,祥松诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.251925,22.709656,,,,,
634,刘祥松西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.251808,22.709477,,,,,
635,深圳李敏诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.238855,22.717157,,,,,
636,深圳紫薇中医馆,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.238875,22.71762,,,,,
637,深圳御嘉中医(综合)诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.238811,22.718736,,,,,
638,赵陶然中医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.23782,22.723301,,,,,
639,深圳朱玉元中医(综合)诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.238873,22.720473,,,,,
640,南联诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.266131,22.718658,,,,,
641,彭志明西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.286309,22.762043,,,,,
642,深圳志明诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.286311,22.762093,,,,,
643,文小勇诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.295604,22.756904,,,,,
644,深圳小文中医(综合)诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.295609,22.756894,,,,,
645,深圳欧阳锦溪诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.299118,22.759117,,,,,
646,欧阳锦溪西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.299193,22.759058,,,,,
647,深圳坪西谦诚诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.281038,22.759064,,,,,
648,深圳金水桥诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.293631,22.772143,,,,,
649,深圳王正龙诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.279324,22.764253,,,,,
650,钟天生诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.3021,22.768783,,,,,
651,深圳明照中医综合诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.278339,22.763566,,,,,
652,刘东晓西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.305358,22.765279,,,,,
653,深圳刘晓东诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.305415,22.765375,,,,,
654,深圳宝润黄竹诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.305985,22.760153,,,,,
655,深圳张国清诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.302555,22.770858,,,,,
656,涂家明中医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.293004,22.722268,,,,,
657,口腔护理牙,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.291704,22.721469,,,,,
658,深圳九汇门诊部,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.290459,22.719118,,,,,
659,胡承斌西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.293948,22.723725,,,,,
660,维明生中医馆(赤石岗路),医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.293784,22.723803,,,,,
661,廖志勇诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.293364,22.717827,,,,,
662,欧建波西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.286723,22.723152,,,,,
663,李兰裕诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.289642,22.717284,,,,,
664,刘贵锋诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.29544,22.726327,,,,,
665,爱心门诊部,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.278302,22.694034,,,,,
666,德胜堂西医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.287441,22.691192,,,,,
667,深圳市龙岗区季献梅西医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.287332,22.691206,,,,,
668,深圳市坪山区美红诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.290834,22.66982,,,,,
669,叶闯西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.293163,22.670124,,,,,
670,杨灿明西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.293774,22.668933,,,,,
671,深圳谭先英诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.280605,22.690542,,,,,
672,深圳市和济堂中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.281529,22.691561,,,,,
673,专业儿科,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.281608,22.691659,,,,,
674,深圳景约诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.281403,22.691562,,,,,
675,深圳谭先英诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.279516,22.689251,,,,,
676,李生牙科,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.279184,22.689255,,,,,
677,深圳宝龙康诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.280001,22.691552,,,,,
678,深圳市龙岗区许挥谚诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.28591,22.694867,,,,,
679,深圳碧领诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.293418,22.666727,,,,,
680,深圳杨宇江诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.289726,22.665918,,,,,
681,侨城德奥国际医疗中心(深圳)有限公司侨城德奥门诊部,医疗保健服务,诊所,诊所,广东省,深圳市,盐田区,114.274768,22.633097,,,,,
682,深圳市康迪医院管理有限公司康迪门诊部,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.276883,22.679535,,,,,
683,冯泳生西医外科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.30581,22.692888,,,,,
684,深圳保定诊所,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.291161,22.664021,,,,,
685,深圳保定门诊,医疗保健服务,诊所,诊所,广东省,深圳市,坪山区,114.291058,22.664002,,,,,
686,忠厚堂中医诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.271523,22.691867,,,,,
687,燕传锋西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,盐田区,114.305137,22.595716,,,,,
688,沙头角中医师,医疗保健服务,诊所,诊所,广东省,深圳市,盐田区,114.309896,22.601962,,,,,
689,深圳林尧西医外科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,盐田区,114.276111,22.586694,,,,,
690,林尧诊所,医疗保健服务,诊所,诊所,广东省,深圳市,盐田区,114.276197,22.586679,,,,,
691,深圳市盐田区人民医院盐田社区健康服务中心,医疗保健服务,诊所,诊所,广东省,深圳市,盐田区,114.274996,22.587122,,,,,
692,水生口腔保健,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.304342,22.729156,,,,,
693,名中医馆,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.282045,22.734405,,,,,
694,蔡霞珍诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.306086,22.714372,,,,,
695,李梓霞中医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.309399,22.717993,,,,,
696,仁康堂中西医,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.275841,22.732907,,,,,
697,深圳曾朗诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.272217,22.715621,,,,,
698,深圳林俊展诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.275781,22.734073,,,,,
699,邹忆丽诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.273049,22.732015,,,,,
700,朱勉西医内科诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.324664,22.78519,,,,,
701,深圳谢春良诊所,医疗保健服务,诊所,诊所,广东省,深圳市,龙岗区,114.327573,22.787674,,,,,
